customerID,Churn,InternetService,SeniorCitizen,MonthlyCharges,Cuentas_Diarias,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges
7491-UYKGO,,Fiber optic,1,,,Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,"{'Monthly': 96.75, 'Total': '5206.55'}"
7492-TAFJD,No,DSL,0,,,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,"{'Monthly': 38.55, 'Total': '280'}"
7493-GVFIO,No,No,0,,,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.55, 'Total': '1252.85'}"
7493-TPUWZ,Yes,Fiber optic,0,,,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 79.15, 'Total': '79.15'}"
7495-OOKFY,Yes,Fiber optic,1,,,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 80.65, 'Total': '633.3'}"
7501-IWUNG,No,DSL,0,,,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 73.8, 'Total': '4616.05'}"
7501-VTYLJ,No,DSL,0,,,Female,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 51.55, 'Total': '106.2'}"
7502-BNYGS,No,DSL,0,,,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 69.1, 'Total': '3168'}"
7503-EPSZW,No,No,0,,,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 24.05, 'Total': '1559.15'}"
7503-MIOGA,No,DSL,1,,,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 89.85, 'Total': '6697.35'}"
7503-QQRVF,Yes,Fiber optic,1,,,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 74.3, 'Total': '1178.25'}"
7503-ZGUZJ,Yes,Fiber optic,0,,,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,"{'Monthly': 84.65, 'Total': '84.65'}"
7504-UWHNB,No,Fiber optic,0,,,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 69.75, 'Total': '1729.35'}"
7508-DQAKK,No,DSL,0,,,Female,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 86.4, 'Total': '5442.05'}"
7508-KBIMB,No,DSL,0,,,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 56.25, 'Total': '1454.25'}"
7508-MYBOG,Yes,Fiber optic,0,,,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 86.1, 'Total': '1235.55'}"
7508-SMHXL,No,Fiber optic,1,,,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 89.0, 'Total': '1288.3'}"
7511-YMXVQ,Yes,DSL,0,,,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 45.4, 'Total': '418.8'}"
7515-LODFU,No,No,1,,,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.3, 'Total': '1356.3'}"
7516-GMHUV,No,Fiber optic,1,,,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 105.05, 'Total': '5163.3'}"
7517-LDMPS,No,Fiber optic,0,,,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 84.6, 'Total': '1017.35'}"
7517-SAWMO,Yes,Fiber optic,0,,,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 73.2, 'Total': '1441.1'}"
7519-JTWQH,No,Fiber optic,0,,,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 110.5, 'Total': '7455.45'}"
7520-HQWJU,No,DSL,0,,,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 67.45, 'Total': '4508.65'}"
7521-AFHAB,No,DSL,0,,,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 44.8, 'Total': '220.45'}"
7521-YXVZY,No,No,0,,,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.95, 'Total': '58.3'}"
7524-VRLPL,No,DSL,1,,,Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),"{'Monthly': 74.1, 'Total': '5031'}"
7526-BEZQB,Yes,Fiber optic,0,,,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 96.05, 'Total': '1148.1'}"
7526-IVLYU,No,No,0,,,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 19.65, 'Total': '68.35'}"
7527-QNRUS,No,No,0,,,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 25.15, 'Total': '412.6'}"
7529-ZDFXI,No,Fiber optic,1,,,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 89.85, 'Total': '4925.35'}"
7530-HDYDS,Yes,Fiber optic,0,,,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 84.25, 'Total': '3264.5'}"
7531-GQHME,No,No,0,,,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 20.05, 'Total': '265.45'}"
7534-BFESC,Yes,Fiber optic,1,,,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 76.1, 'Total': '1712.7'}"
7537-CBQUZ,No,Fiber optic,1,,,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 109.4, 'Total': '7031.45'}"
7537-RBWEA,No,DSL,0,,,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 25.15, 'Total': '25.15'}"
7538-GWHML,Yes,Fiber optic,0,,,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 69.65, 'Total': '145.15'}"
7541-YLXCL,Yes,DSL,0,,,Male,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,"{'Monthly': 65.4, 'Total': '2498.4'}"
7542-CYDDM,No,No,0,,,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.05, 'Total': '358.5'}"
7544-ZVIKX,No,Fiber optic,0,,,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 105.05, 'Total': '6004.85'}"
7547-EKNFS,Yes,Fiber optic,0,,,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 95.25, 'Total': '3959.35'}"
7548-SEPYI,Yes,Fiber optic,0,,,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 96.25, 'Total': '512.45'}"
7549-MYGPK,Yes,Fiber optic,0,,,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 100.55, 'Total': '6215.35'}"
7550-WIQVA,No,Fiber optic,0,,,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 108.25, 'Total': '5431.4'}"
7551-DACSP,Yes,DSL,0,,,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 55.3, 'Total': '324.25'}"
7551-JOHTI,Yes,No,0,,,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.5, 'Total': '19.5'}"
7552-KEYGT,No,No,0,,,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 19.55, 'Total': '520.55'}"
7554-AKDQF,No,DSL,0,,,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 45.65, 'Total': '323.45'}"
7554-NEWDD,No,No,0,,,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 25.7, 'Total': '251.6'}"
7558-IMLMT,No,No,0,,,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 20.8, 'Total': '1411.9'}"
7560-QJAVJ,No,DSL,0,,,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 79.6, 'Total': '5589.45'}"
7560-QRBXH,No,No,0,,,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.95, 'Total': '936.7'}"
7562-GSUHK,Yes,Fiber optic,0,,,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 93.2, 'Total': '1573.7'}"
7562-UXTPG,No,Fiber optic,0,,,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 70.15, 'Total': '886.7'}"
7563-BIUPC,Yes,Fiber optic,0,,,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 80.6, 'Total': '415.55'}"
7564-GHCVB,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 79.05, 'Total': '5730.7'}"
7566-DSRLQ,No,Fiber optic,0,,,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 110.15, 'Total': '7998.8'}"
7567-ECMCM,No,Fiber optic,0,,,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 79.85, 'Total': '2001'}"
7568-PODML,Yes,DSL,0,,,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 45.3, 'Total': '45.3'}"
7569-NMZYQ,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 118.75, 'Total': '8672.45'}"
7570-WELNY,No,Fiber optic,0,,,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 84.7, 'Total': '5711.05'}"
7571-YXDAD,Yes,Fiber optic,0,,,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 74.9, 'Total': '147.15'}"
7572-KPVKK,No,Fiber optic,0,,,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 104.05, 'Total': '6590.5'}"
7576-ASEJU,No,DSL,0,,,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 74.7, 'Total': '3187.65'}"
7576-JMYWV,No,Fiber optic,1,,,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 110.2, 'Total': '4972.1'}"
7576-OYWBN,Yes,Fiber optic,1,,,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 76.05, 'Total': '231.8'}"
7577-SWIFR,No,Fiber optic,0,,,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 89.25, 'Total': '89.25'}"
7579-KKLOE,No,DSL,0,,,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,"{'Monthly': 91.25, 'Total': '6589.6'}"
7579-OOPEC,Yes,DSL,1,,,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 50.15, 'Total': '115.1'}"
7580-UGXNC,Yes,DSL,1,,,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 54.85, 'Total': '104.2'}"
7581-EBBOU,No,DSL,0,,,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),"{'Monthly': 70.15, 'Total': '4224.7'}"
7586-NHQEA,,DSL,0,,,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,"{'Monthly': 29.6, 'Total': '299.05'}"
7586-ZATGZ,No,Fiber optic,0,,,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 84.9, 'Total': '3369.05'}"
7587-AOVVU,No,Fiber optic,0,,,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 100.75, 'Total': '2793.55'}"
7587-RZNME,Yes,DSL,0,,,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 43.3, 'Total': '123.65'}"
7590-VHVEG,No,DSL,0,,,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 29.85, 'Total': '29.85'}"
7593-JNWRU,Yes,DSL,0,,,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 44.6, 'Total': '260.8'}"
7593-XFKDI,Yes,DSL,0,,,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 46.3, 'Total': '46.3'}"
7594-LZNWR,No,Fiber optic,1,,,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 69.15, 'Total': '2275.1'}"
7594-RQHXR,Yes,Fiber optic,0,,,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 79.6, 'Total': '79.6'}"
7595-EHCDL,No,DSL,0,,,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),"{'Monthly': 50.6, 'Total': '1653.45'}"
7595-EUIVN,Yes,Fiber optic,0,,,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 75.8, 'Total': '75.8'}"
7596-IIWYC,No,No,0,,,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 20.25, 'Total': '538.2'}"
7596-LDUXP,No,Fiber optic,0,,,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),"{'Monthly': 85.15, 'Total': '979.05'}"
7596-ZYWBB,No,DSL,0,,,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,"{'Monthly': 59.6, 'Total': '3739.8'}"
7598-UAASY,Yes,Fiber optic,0,,,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 76.4, 'Total': '151.8'}"
7599-FKVXZ,Yes,Fiber optic,0,,,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 106.15, 'Total': '4512.7'}"
7599-NTMDP,No,DSL,0,,,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),"{'Monthly': 48.7, 'Total': '3008.55'}"
7601-DHFWZ,No,No,0,,,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 24.0, 'Total': '1183.05'}"
7601-GNDYK,No,No,0,,,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.6, 'Total': '686.95'}"
7601-WFVZV,No,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.55, 'Total': '19.55'}"
7602-DBTOU,No,No,0,,,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.6, 'Total': '1416.5'}"
7602-MVRMB,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 110.45, 'Total': '8058.85'}"
7603-USHJS,Yes,Fiber optic,0,,,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 73.75, 'Total': '871.4'}"
7605-BDWDC,No,DSL,0,,,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 49.85, 'Total': '1520.1'}"
7605-SNLQG,No,DSL,0,,,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 50.25, 'Total': '2221.55'}"
7606-BPHHN,No,No,0,,,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),"{'Monthly': 19.8, 'Total': '1468.75'}"
7606-GWMKE,,No,0,,,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 24.7, 'Total': '467.15'}"
7607-QKKTJ,No,Fiber optic,0,,,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 95.0, 'Total': '4368.85'}"
7608-RGIRO,No,No,0,,,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 24.4, 'Total': '1413'}"
7609-NRNCA,No,No,0,,,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.55, 'Total': '280.85'}"
7609-YBPXG,No,DSL,0,,,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 87.1, 'Total': '4735.2'}"
7610-TVOPG,No,No,0,,,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,"{'Monthly': 26.35, 'Total': '378.6'}"
7611-YKYTC,No,Fiber optic,0,,,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 75.0, 'Total': '1573.95'}"
7613-LLQFO,Yes,Fiber optic,0,,,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 84.45, 'Total': '1059.55'}"
7614-QVWQL,Yes,DSL,0,,,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 51.8, 'Total': '2541.25'}"
7615-ESMYF,Yes,DSL,0,,,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 44.6, 'Total': '97.1'}"
7617-EYGLW,No,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 19.45, 'Total': '19.45'}"
7619-ODSGN,Yes,DSL,0,,,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 54.75, 'Total': '1338.15'}"
7619-PLRLP,No,DSL,0,,,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 74.1, 'Total': '3833.95'}"
7621-VPNET,No,Fiber optic,0,,,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 85.9, 'Total': '3729.75'}"
7622-FWGEW,No,DSL,1,,,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 85.65, 'Total': '4824.45'}"
7622-NXQZR,No,DSL,0,,,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 30.1, 'Total': '810.85'}"
7623-HKYRK,No,No,0,,,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.7, 'Total': '111.65'}"
7623-TRNQN,Yes,DSL,0,,,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 49.9, 'Total': '49.9'}"
7625-XCQRH,Yes,Fiber optic,0,,,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 76.5, 'Total': '837.95'}"
7627-JKIAZ,Yes,Fiber optic,0,,,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 78.95, 'Total': '2839.65'}"
7629-WFGLW,No,Fiber optic,1,,,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,"{'Monthly': 95.65, 'Total': '5471.75'}"
7629-WIXZF,No,DSL,0,,,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,"{'Monthly': 59.1, 'Total': '369.25'}"
7632-MNYOY,Yes,Fiber optic,1,,,Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),"{'Monthly': 110.9, 'Total': '7432.05'}"
7632-YUTXB,No,No,0,,,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.05, 'Total': '520.1'}"
7633-MVPUY,No,DSL,0,,,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,"{'Monthly': 59.75, 'Total': '3450.15'}"
7634-HLQJR,No,No,0,,,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.05, 'Total': '1016.7'}"
7634-WSWDB,No,DSL,0,,,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 38.5, 'Total': '330.8'}"
7636-OWBPG,No,DSL,1,,,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 29.35, 'Total': '381.2'}"
7636-PEPNS,No,DSL,0,,,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,"{'Monthly': 44.1, 'Total': '2413.05'}"
7636-XUHWW,No,No,0,,,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 19.9, 'Total': '33.7'}"
7637-IKUJQ,,Fiber optic,0,,,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 103.05, 'Total': '5925.75'}"
